790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
790,790,790,844,846,846,843,790,790,790,790,790,790,790,790,790,790,790,790,790
790,844,846,847,733,734,787,790,790,790,790,790,790,790,790,790,790,790,790,790
844,847,733,734,787,790,790,790,790,790,790,790,790,790,790,790,790,790,844,843
847,733,787,790,790,790,790,790,790,790,790,790,790,790,790,790,790,844,847,789
733,787,790,790,790,790,790,790,790,790,790,790,790,790,790,844,846,847,733,787
735,845,843,790,790,790,790,790,790,790,844,843,790,790,790,791,733,734,787,790
788,735,845,846,843,790,790,790,844,846,847,845,846,843,790,791,789,790,790,790
790,788,734,735,789,790,790,790,791,733,734,734,735,845,846,847,789,790,790,790
790,790,790,791,789,790,790,790,788,845,843,790,788,734,734,734,787,790,790,790
790,790,790,791,845,846,846,846,846,847,789,790,790,790,790,790,790,790,790,790
790,790,790,788,734,734,734,734,734,734,787,790,790,790,790,790,790,790,790,790
